post_id,post_date,post_images,post
2022-12-26_01-57-11,2022-12-26 01:57:11,"['2022-12-26_01-57-11_UTC_2.jpg', '2022-12-26_01-57-11_UTC_1.jpg']","Não tenho fotinhas com roupas de todo mundo combinando apesar de achar fofo: não sou muito talentosa com moda e decoração. Mas tenho fotos pra me lembrar que sou muito privilegiada. Dos dois lados da família sou amada, acolhida, perdoada, fortalecida. Eu sei que poderia não estar aqui hoje. Há um ano exatamente eu estava descobrindo um câncer espalhado e minha saúde estava em frangalhos. Ao longo do ano eu estive no hospital pelo menos duas vezes por mês, quebrando o recorde de todos os anos da minha vida juntos, inclusive como acompanhante. Conheci muitas pessoas ali, também com câncer, e vi várias nunca mais retornando. Mas eu, eu estou aqui ainda, vendo mais um ano chegar ao fim. Perdi muitas coisas, mas ganhei outras, mais preciosas. Oh Senhor, não me deixe desperdiçar Suas bençãos! Sou grata porque meu pedido de 2020 ao Senhor foi que eu pudesse estar mais perto da minha família, e Ele fez muito mais: trouxe minha família para perto de mim. Eu amo vocês.
"
2022-12-25_03-24-30,2022-12-25 03:24:30,['2022-12-25_03-24-30_UTC.jpg'],"Participaremos de um amigo secreto em família amanhã. É a primeira vez dos meus filhos. Explicamos a brincadeira a eles. Colocamos nossos nomes na lista, o sorteio foi feito, eles pegaram os nomes a quem deveriam presentear e fizeram questão de ir escolher os presentes. Fomos, compramos, embalamos. Tudo está pronto.
.
Neste momento, eles estão dormindo, porém estão ansiosos desde o dia do sorteio. Estão animados para dar presentes, mas principalmente para receber. Existem expectativas porque houve uma promessa e uma explicação. É por isso que eles sabem que vão ganhar presente amanhã. Não porque desejam muito ganhar presente e querem acreditar que isto irá acontecer. Não porque algum qualquer disse que eles ganhariam. Mas, porque pessoas em quem eles confiam disseram a eles as regras e o que vai acontecer. 

E por isso existe espera. Existe realmente algo a que esperar. Algo que certamente irá se cumprir, de acordo com as limitadas possibilidades humanas. Existe esperança. Esperança de que o dia de amanhã trará consigo presentes. Esperança de que será especial, ainda que eles só possam imaginar o que acontecerá.
.
Você sabe: quando se trata de contextos humanos, tudo ainda pode dar errado. Quero dizer, o dia de amanhã pode ser frustrante de muitas maneiras: um acidente no caminho pode nos impedir de estar reunidos, ou o mundo pode se acabar antes do grande momento. Duro é esperar com plena convicção por seres limitados como nós, ainda que já tenham se provado confiáveis. 

Mas há ainda realmente uma espera que vale a pena. E é essa mesmo que você está pensando: a vida eterna. Pois diferente de nós, Deus é perfeito, e ilimitado, e Todo-Poderoso. Isto significa que Ele realmente irá fazer aquilo que Ele disse. E há muito tempo Ele fez a promessa, nos disse as regras, e cumpriu-as todas no Cristo que nasceu, viveu, morreu e ressuscitou. Então Ele disse: espere por Mim, espere o dia da Minha festa. E é por isso que esperamos: não porque tentamos acreditar que nosso sonho se tornará realidade, nem porque algum qualquer disse que isso iria acontecer, mas porque o Deus que não pode mentir garantiu; e como prova, já “comprou o presente”: Cristo Jesus, o Senhor.
"
2022-10-31_17-56-23,2022-10-31 17:56:23,"['2022-10-31_17-56-23_UTC_2.jpg', '2022-10-31_17-56-23_UTC_10.jpg', '2022-10-31_17-56-23_UTC_5.jpg', '2022-10-31_17-56-23_UTC_4.jpg', '2022-10-31_17-56-23_UTC_3.jpg', '2022-10-31_17-56-23_UTC_9.jpg', '2022-10-31_17-56-23_UTC_7.jpg', '2022-10-31_17-56-23_UTC_6.jpg', '2022-10-31_17-56-23_UTC_1.jpg', '2022-10-31_17-56-23_UTC_8.jpg']","A pedidos, a publicação dos meus stories, para ficarem fixos aqui  enquanto o Senhor permitir.
"
2022-10-27_01-13-01,2022-10-27 01:13:01,['2022-10-27_01-13-01_UTC.jpg'],"O que é Amor? Podemos, de fato, reunir infinitas respostas a esta pergunta. Mas será que todas são validas? Será realmente que Amor pode ser o que eu quiser, ou o que você quiser, e está tudo bem?
. 
Não é bem isto que aprendemos do Deus cristão. Pelo contrário, enquanto cristãos defendemos que Deus, o SENHOR, existe antes do tempo e não só criou o tempo, como também absolutamente todas as coisas. Portanto, é Dono de tudo. Portanto é em si mesmo o padrão definitivo para todas as coisas.
.
Sendo assim, todas as questões de cunho moral devem ter uma direta relação com quem Ele é: Ele é Santo, então Ele define o que é santidade; Ele é justo, então Ele define o que é justiça; Ele é Bom, então, Ele define o que é bondade e o que é amor. 
.
E Ele de fato definiu o que é amor e também definiu para nós o que é amar. Sendo assim, diante de Deus, não existem muitas formas de Amor, existe apenas a que Ele definiu como amor, e que passa NECESSARIAMENTE pela obediência aos Seus mandamentos (João 14:15). Tudo o que está fora da obediência aos mandamentos (resumidos nas tábuas da Lei, Êxodo 20), não se trata de amor, mas de egoísmo, sentimentalismo, ódio a Deus e ao Seu santo caráter.
.
Por isso digo, com muita convicção que a busca por normalizar algo que Deus sempre rejeitou e abominou, nunca foi sobre amor e representatividade, sempre foi sobre ódio por quem Deus é e pela moralidade que resulta de Seu Ser. 
.
Sim, nós devemos amar a todos — de acordo com os critérios que Deus estabeleceu em Sua Palavra para este amor — mas jamais devemos compactuar com as obras infrutíferas das trevas (Efésios 5:11)

“Andai em amor, como também Cristo vos amou, e se entregou a si mesmo por nós... mas a fornicação, e toda a impureza, nem ainda se nomeie entre vós, como convém a santos…Porque bem sabeis isto: que nenhum devasso, ou impuro, tem herança no reino de Cristo e de Deus. «Ninguém vos engane com palavras vãs; porque por estas coisas vem a ira de Deus sobre os filhos da desobediência.»
Portanto, não sejais seus companheiros. «E não comuniqueis com as obras infrutuosas das trevas, mas antes condenai-as.» Porque o que eles fazem em oculto até dizê-lo é torpe. (Efésios 5)

Efésios 5:2-12
"
2022-10-12_17-44-54,2022-10-12 17:44:54,['2022-10-12_17-44-54_UTC.jpg'],"E Jesus lhes respondeu, dizendo:

É chegada a hora em que o Filho do homem há de ser glorificado. Na verdade, na verdade vos digo que, se o grão de trigo, caindo na terra, não morrer, fica ele só; mas se morrer, dá muito fruto.

Quem ama a sua vida perdê-la-á, e quem neste mundo odeia a sua vida, guardá-la-á para a vida eterna.

Se alguém me serve, siga-me, e onde eu estiver, ali estará também o meu servo. 

— João 12:23-26

Este é um excelente dia para refletir sobre vida e morte a partir de uma perspectiva bíblica.

Vivemos em uma época em que desconhecemos o que é um ser humano, desconhecemos seu valor. Uma época em que não enxergamos que bebês e crianças não são uma categoria diferente, mas são pessoas, tanto quanto nós, e possuem a medida de valor definida por Deus quando criou o ser humano à Sua imagem e o colocou como coroa (o principal) de Sua Criação. 

Mas não entendemos. Ainda nos questionamos se crianças valem a pena. Ainda nos questionamos se alguma vida (doente ou passageira) é melhor do que nenhuma. Ainda estamos voltados egoisticamente aos nossos próprios umbigos evitando o trabalho de cultivá-lãs. Ainda acreditamos que  temos o direito de impedir ou matar o florescimento da vida ao nosso redor com o fim de poupar a nossa própria.

Mas Cristo ensinou de outro modo. Ele, enquanto Mestre e Exemplo, revelou em palavras e ações que o jogo deve ser invertido. Quer dizer, não devemos matar para viver, mas morrer para dar vida. Ele nos mostrou que a vida vem sim por meio da morte — mas a nossa própria morte. Não somente no sentido literal da palavra, mas no sentido de sacrifício diário e sem ressentimentos — amor. 

Pense sobre isso por um instante. Será que não vale a pena morrer para gerar vida? Cristo diz que sim. E Ele não somente fez isso, como também nos disse que, enquanto servos, deveríamos fazer o mesmo. 

Não há vida (nenhum tipo de vida) onde não há sacrifício pessoal. Quando percebemos isso, então também percebemos que estamos mergulhados numa cultura de morte e que, infelizmente, ela também já nos contaminou. 

Cristo nos chama a lutar pela Vida ao lado Dele, mas isso só é mesmo possível quando paramos de nos poupar e passamos a nos gastar.
"
2022-08-24_01-20-22,2022-08-24 01:20:22,['2022-08-24_01-20-22_UTC.jpg'],"Os meus pés quase que se desviaram; pouco faltou para que escorregassem os meus passos. Pois eu tinha inveja dos néscios, quando via a prosperidade dos ímpios. —Salmos 73:2,3
.
Quando eu era adolescente, desejava muito estudar, me formar na faculdade, ter um bom emprego — uma carreira —, ganhar bem fazendo o que eu gostava, enquanto delegava “responsabilidades inferiores” como o cuidado da casa, da comida e do filho (porque só queria um, visto que “filho dá trabalho demais”) à terceiros.
.
Quando o Senhor me alcançou em Sua graça, porém, Ele passou a me ensinar outros caminhos. 
.
Verdadeiramente eu amei os caminhos Dele. Só que não muito. Eu queria ser aquilo que Ele estava me ensinando a ser. Só que não. Meu amor a Deus e desejo de servi-Lo era real, mas meus sonhos e desejos pessoais também eram.
.
A luta foi grande — e foi longa — até a minha rendição.
. 
Eu tive inúmeras batalhas internas e dificuldades externas ao me tornar esposa, dona de casa e, finalmente mãe; ao ter que deixar a faculdade (por motivos reais) quando só faltavam duas matérias, ao ver morrerem todos os meus sonhos de conforto e prosperidade.
.
Eu tinha inveja daqueles que não estavam “presos” às convicções divinas e conseguiam viver como queriam. Uma pessoa especialmente movia meu coração a isso, pois tinha “tudo o que eu não tinha, mas queria”, enquanto eu tentava trilhar o caminho certo sem gostar muito daquilo.
.
Foram necessários muito tempo e uma boa dose de provação a fim de que eu aprendesse a amar o meu caminho. Mas, acima de tudo, foram necessárias diárias leituras da Palavra e idas aos cultos domingo após domingo. (Leia todo o salmo 73)
.
Eu finalmente aprendi a amar  a minha vida e recebê-la como um grande presente do Senhor, após o nascimento do meu segundo filho. Depois de muito tempo reencontrei aquela pessoa a quem eu invejava em meu coração, e descobri que ela estava começando a trilhar o caminho que eu trilhei desde o início, lamentando-se pelo tempo que havia perdido. Como as coisas são, não é? 
.
A coisa mais importante que a maternidade me ensinou foi: se eu, que sou imperfeita, vejo mais longe que meus filhos e busco tomar decisões para o Bem deles — quanto mais Deus!
"
2022-08-14_22-12-36,2022-08-14 22:12:36,['2022-08-14_22-12-36_UTC.jpg'],"Durante minhas andanças pela Terra Média (o que significa “durante minhas leituras do Senhor dos Anéis”), deparei-me com três “crianças”, quatro necessitados, que faziam seu perigoso percurso rumo a cidade dos elfos. Eram Frodo, Sam, Merry e Pippin. No meio do perigo, alguém os encontrou. Um filho de reis, um homem nobre, porém esvaziado de si mesmo. Nele não viram nenhuma nobreza, mas uma grande disposição servil. Era Aragorn, herdeiro do trono de Gondor, criado por elfos, cheio de sabedoria e força, e portanto, também cheio de humildade.
.
Em sua força e sabedoria, Aragorn conduziu aqueles quatro hobbits indefesos com coragem e abnegação através de inúmeros perigos, sacrificando seus interesses individuais e seu conforto por todo o caminho.
.
Por muito tempo refleti sobre isso: sobre a grande guerra contra o mal, sobre a Comitiva, sobre Aragorn. Apenas um conto, uma história com suas lacunas, mas que pode nos ajudar a entender algo tão sério como a paternidade.
.
Veja que havia algo muito maior do que aqueles hobbits em jogo. Havia o mal operando em grande poder, havia uma necessidade real de lutar contra ele e vencer, havia grandes personagens envolvidos nesta missão — e havia também os pequenos que, à primeira vista, pareciam mais com um fardo desnecessário. 
.
Aragorn os amou, os protegeu, andou mais devagar por eles, passou noites em claro por eles, correu quilômetros por eles, enfrentou perigos por eles, e assumiu as consequências dos erros deles sem lançar em rosto. Mas ele não fez só *por eles*, ele fez tudo *com eles*, sem conseguir livra-los de todos os males, mas estando ao lado deles nas batalhas.
.
Tudo isso porque Aragorn entendeu que a Missão não era somente sua, mas deles, e soube aquecer seus corações para que amassem aquela Missão e crescessem em força para lutar ao seu lado corajosamente.
.
Nada descreveria melhor um bom pai quanto a figura de um rei que entende seu propósito no mundo de Deus, e conduz seus escudeiros à maturidade leal.
"
2022-08-13_11-02-20,2022-08-13 11:02:20,"['2022-08-13_11-02-20_UTC_6.jpg', '2022-08-13_11-02-20_UTC_1.jpg', '2022-08-13_11-02-20_UTC_8.jpg', '2022-08-13_11-02-20_UTC_9.jpg', '2022-08-13_11-02-20_UTC_7.jpg', '2022-08-13_11-02-20_UTC_4.jpg', '2022-08-13_11-02-20_UTC_3.jpg', '2022-08-13_11-02-20_UTC_10.jpg', '2022-08-13_11-02-20_UTC_2.jpg', '2022-08-13_11-02-20_UTC_5.jpg']","Depois de falar da Inteligência Emocional, chegou a hora de encararmos a questão da disciplina positiva. Será que ela é válida para pais cristãos? Será que ela conduzirá o coração de nossos filhos à Deus?

Esse post traz uma reflexão de como a disciplina positiva pode te dar a falsa ideia de estar construindo algo muito bom, porém, se deparar com um castelo desmoronado lá na frente. 

Na segunda aula do nosso congresso, que acontecerá nos dias 16 à 22 de Agosto, vamos abordar de forma mais profunda esse assunto! Se você ainda não fez sua inscrição, não perca tempo , o link está na nossa bio.
"
2022-06-12_17-36-55,2022-06-12 17:36:55,['2022-06-12_17-36-55_UTC.jpg'],"Ninguém nunca odiou sua própria carne. Fato. Amamos muito a nós mesmos. Naturalmente amamos a nós mesmos mais do que a todas as outras coisas no mundo. Um amor tão grande e tão reverente que nos move aos maiores sacrifícios, às maiores dores. Sim. Por amor a nós mesmos, nos sujeitamos até à morte eterna.
.
Eu não sou diferente, nasci e cresci com um grande e profundo amor por mim mesma. Era atenciosa e reverente diante de mim. Meus desejos todos eu cuidava por atender. Meus desconfortos eu cuidava por eliminar e meus objetivos eu cuidava por garantir que não fossem frustrados. Afinal, eu era tão preciosa que só poderia merecer tudo de bom e nada que me contrariasse. 

E por que o mundo haveria de pensar diferente de mim, e se atrever a me dar menos do que mereço, ou a frustrar minhas preciosas expectativas? Como justamente ele - meu namorado, noivo, e finalmente marido - pôde fazer isso comigo?!
.
Enquanto ele fazia as coisas do meu jeito, me agradava, não discordava de mim e não atrapalhava meus planos as coisas iam tão bem! Mas, depois que nos casamos, os momentos de contrariedade começaram a se tornar tão comuns que eu me vi frustrada por ter me casado com alguém que não me tinha em seu altar.

Para a minha “infelicidade”, eu não ganhei um cúmplice para meu egoísmo quando me casei. E eu sofri com isso. E fui realmente infeliz. O meu amor por minha própria vida foi a minha perdição e fez meu coração doer e se amargurar por muito tempo, completamente cega. 

Nem sei em que momento isto aconteceu, mas somente depois de anos sofrendo minhas mágoas e me vingando do meu marido é que meus olhos foram abertos para enxergar que meu amor a mim mesma estava literalmente me matando.

Sim, eu devia amar — muito! Amar até doer, amar até morrer. Mas o alvo do meu amor não poderia ser eu mesma. A minha devoção não poderia ser aos meus desejos e confortos. E meus esforços, meus sacrifícios, minhas dores e minha morte não poderiam ser em meu benefício! Eu precisei aprender a morrer pela causa certa: não por amor de mim, mas por amor de Cristo. Não visando satisfazer algo em mim, mas visando gerar Vida naqueles ao meu redor.
"
2022-05-09_00-43-04,2022-05-09 00:43:04,['2022-05-09_00-43-04_UTC.jpg'],"Estas palavras são as que eu sempre desejo que meus filhos guardem consigo, a respeito da maternidade. E que eu, também, viva por elas.

Meus filhos, vocês não existem por acaso, e nem devem gastar suas vidas como quiserem. Pelo contrário, vocês existem pela bondade de Deus, e devem viver suas vidas como discípulos de Cristo. 

E o próprio Deus me chamou, como mãe, para este trabalho de ensiná-los a serem bons discípulos, e ordena a viver na mesma Verdade que ensino a vocês. Porque Seu desejo é que pelo meu trabalho e minhas palavras, vocês enxerguem não a mim, mas ao nosso Senhor Jesus Cristo e possam imitá-lo.

E eu mesma sou apenas uma serva de vocês por amor de Cristo, porque  um dia Ele resplandeceu Sua luz em meu coração onde só havia trevas, me fez conhecer a Sua glória, e transbordou em meu coração o desejo de torná-la conhecida.

Porém, meus filhos, este tesouro que é Cristo, eu carrego dentro de um coração imperfeito e ainda pecador. E isso porque Ele deseja que fique evidente que qualquer fruto excelente deste trabalho vem Dele, não de mim.

Criá-los para Deus, tornando Cristo conhecido e a Sua verdade e amor vividos e praticados, é um trabalho que exige muito de mim. É um morrer constante para os meus desejos e até para as minhas necessidades. Mas também é profundamente recompensador, porque em meio a este morrer, vejo também a vida de Cristo operando em vocês e renovando minha alma a cada dia.

Quero que saibam que qualquer prejuízo ou dificuldade no caminho de discipulado que trilhamos é apenas leve e momentâneo quando comparado ao peso do prazer e dos benefícios que desfrutaremos na eternidade. 

Por tudo isso, finalmente imploro a vocês que confiem em Cristo e Lhe sejam leais. É com este propósito que sou chamada de “mãe” e por ele tenho me gastado a favor de vocês.
"
2022-04-28_00-52-16,2022-04-28 00:52:16,[],"Bem-vindos!
"
2022-04-18_00-16-12,2022-04-18 00:16:12,['2022-04-18_00-16-12_UTC.jpg'],"“Em tudo somos atribulados, porém não angustiados; perplexos, porém não desanimados; perseguidos, porém não desamparados; abatidos, porém não destruídos; «levando sempre no corpo o morrer de Jesus, para que também a sua vida se manifeste em nosso corpo».” — 2 Coríntios 4:8-10

Assim como Cristo se humilhou e sofreu, precisamos também abraçar a humilhação e o sofrimento por amor a Cristo. 

Por meio de Seus sofrimentos, recebemos uma justiça que não é nossa, portanto descansemos em Suas promessas de que assim como o Espírito Santo ressuscitou a Cristo, também vivificará nossas almas para que sigamos Seus passos confiantes de que nenhum sofrimento nos separará do Seu amor, mas pelo contrário, cada um Deles contribuirá para que sejamos mais parecidos com Ele.
"
2022-04-16_20-50-50,2022-04-16 20:50:50,['2022-04-16_20-50-50_UTC.jpg'],"@welitondeeca , sou profundamente grata a Deus por sua vida e, precisamente, grata pelos seus 34 anos. Se os contarmos nos dedos, passaremos pouco tempo, mas só nós e nosso Deus sabemos o quanto  muitos destes anos valeram por cinco, sete, dez. 

Sim, existem anos que passam rápidos e outros que passam devagar, pois são vividos com mais intensidade — normalmente os mais difíceis. E você, meu amor, mais do que eu, tem uma grande soma deles. Sem exagerar eu poderia dizer que dentro destes 34 anos já cabem uma soma de pelo menos cinquenta. 

Oh, meu amor, o Senhor te escolheu para uma dura jornada desde o princípio. E há dez anos, Ele te deu uma carga difícil de carregar — eu, que dificultei sua caminhada durante muitos anos com o meu orgulho, as minhas críticas e o meu desrespeito e mesmo agora não sei se já mudei o suficiente em relação a estas questões.

Oh meu amor! Sim, o Senhor te escolheu para uma dura jornada, e não há promessa nem vislumbre que em algum momento nesta terra há de ser diferente para você. E eu poderia dizer que sinto muito, mas não sinto. 

Eu não sinto muito pelos sofrimentos de sua infância , nem sinto muito pela sua esposa imatura, nem sinto muito pelas perdas e dificuldades, nem sinto muito pelas suas doenças crônicas, nem sinto muito por você amar do tamanho da sua alma — e estar ligado a — uma esposa profundamente enferma. 

Eu não sinto muito. Sim. Simplesmente porque eu sei e tenho visto que por meio destas coisas o Senhor te concede sabedoria, te molda como vaso de honra, te forja como diamante precioso, te purifica pelo fogo como ouro.

Por isso, neste aniversário de 34 anos, que mais parece 54, eu não desejo que Deus te livre das aflições, mas que Ele te livre do mal e te dê bom ânimo, mantendo seu olhar firmado no Autor e Consumador da nossa fé — Jesus Cristo, que certamente sofreu em seus 33 anos muito mais do que podemos conceber, e nos deu exemplo.

“Nosso Senhor não tinha necessidade alguma de aceitar a cruz que levou, mas para nós, sim, é necessário, por muitas razões, passar sob uma cruz continua… pois por este meio, Ele arranca de nós a perniciosa confiança na carne… e nos ensina a repousar somente Nele.” — João Calvino
"
2022-04-10_00-13-42,2022-04-10 00:13:42,['2022-04-10_00-13-42_UTC.jpg'],"“buscai primeiro o reino de Deus, e a sua justiça, e todas estas coisas vos serão acrescentadas. Não vos inquieteis, pois, pelo dia de amanhã, porque o dia de amanhã cuidará de si mesmo. Basta a cada dia o seu mal.” —Mateus 6:33,34

30 anos.

Aos 19, quando me casei, eu não ligava muito para aniversários. Eu não achava que tinha vivido muito. Eu vivia num ritmo acelerado, ansioso. Eu desejava servir a Deus, mas as palavras do sermão do monte não eram muito palpáveis para mim. Eu tentava entendê-las, eu queria vivê-las, e talvez vivi, na medida das minhas circunstâncias e da minha (i)maturidade.
.
Ao longo dos últimos dez anos, tanta coisa mudou, tanto o Senhor me ensinou. Até que, aos 29, (não tão) de repente a vida se tornou preciosa pra mim. Não simplesmente “a vida”, mas cada hora, cada dia, cada mês. Ontem foi meu aniversário de 30 anos e foi tão chocante perceber o quanto mudei, e o quanto aquilo que eu desprezava e me parecia pouco se tornou tanto e tão importante. 

30 anos poderia significar que não vivi quase nada, que não fiz tudo o que gostaria, que não fui tão longe quanto imaginei, que não fui tão boa quanto gostaria, que ainda tem tanta coisa para ser feita. 

Mas desta vez não. Deus bondosamente, a partir de um diagnóstico de câncer tão sombrio, fez uma cirurgia corretiva em meus olhos espirituais me mostrando que, apesar de mim, da minha imaturidade e dos meus pecados, Ele sempre cumpriu o que prometeu: cada dia “de amanhã” até aqui cuidou de si mesmo, e em cada um deles Deus nos sustentou. 

30 anos hoje significa que Deus já me permitiu viver 3 décadas, fazer muito mais do que eu era capaz, ir muito além do que eu imaginava, ser melhor do que eu de fato gostaria, e fazer aquilo que mais importa: glorificá-lo e desfrutar de Seu amor. 

Hoje, eu sou grata por mais um dia, um mês, um ano. Hoje eu sei que eu poderia não estar aqui agora e que, se eu estou, preciso usar cada minuto com sabedoria e zelo. Hoje eu tenho coragem para viver o amanhã, por mais que ao olhar para ele, eu tenha medo. Pois Deus já me deu provas suficientes de que “o amanhã cuidará de si mesmo”.
"
2022-03-16_01-01-49,2022-03-16 01:01:49,[],"A verdadeira liberdade não é  encontrada na satisfação dos nossos desejos, mas em fazer a vontade de Cristo.
"
2022-03-14_21-15-14,2022-03-14 21:15:14,['2022-03-14_21-15-14_UTC.jpg'],"O Educação no Lar passou a semana inteira falando sobre a importância de sermos Pais Treinadores dos nossos filhos e amanhã vocês, com filhos ou sem filhos, são convidados a refletir sobre como a liberdade consiste em sermos capazes de colocar um fim na tirania da preguiça, do egoísmo e da satisfação imediata e nos tornarmos de fato governantes da nossa própria vida, capazes de nos dirigir a fazer o que sabemos que precisa ser feito independente dos nossos sentimentos ou do nosso querer.
.
Sim, isso é possível! E não somente a podemos conquistar isso para nós mesmos, mas também podemos deixar este poderoso legado aos nossos filhos. 
.
“Há aqueles, sem dúvida, que nem sequer chegaram a desejar, mas a maioria de nós deseja fazer o bem; o que queremos saber é como nos impelir a fazer aquilo que desejamos. E aqui está a linha que divide as pessoas efetivas das não-efetivas, as grandes das pequenas, as boas das bem-intencionadas e respeitáveis; a capacidade que um homem tem de fazer ― mesmo às custas de seu próprio prazer ― e de depender de si mesmo, garantindo sua própria ação em emergências, é proporcional ao seu poder de se obrigar e se controlar.” —Charlotte Mason
"
2022-03-10_23-40-29,2022-03-10 23:40:29,['2022-03-10_23-40-29_UTC.jpg'],"“Bom Mestre”, disse um jovem ao Senhor, “o que farei para herdar o vida eterna?” 
“Troque suas riquezas por uma cruz e sigma-me.”
.
Esta é uma história conhecida. Ao ouvir as palavras de Jesus, o jovem sai triste porque não queria abandonar o que possuía para seguir um caminho duro.
.
Eu me identifico com este jovem. Bem como com Nicodemus que apareceu a Jesus a noite, com medo de perder aquilo que possuía de valioso (seu status entre os religiosos) e só teve ousadia para seguir a Cristo após a Sua morte.
.
Simplesmente não sou boa como o Mestre no que fui chamada a fazer. O chamado “troque suas riquezas por uma cruz e siga-Me” não pode ser mais dolorido e difícil. Apesar de desejar segui-lo com sinceridade de coração, passei muito tempo presa ao meu querer, ao desejo governar a minha própria vida e satisfazer minhas vontades. Eu não queria cruz, eu queria conforto. Eu só estava disposta a segui-Lo até o ponto em que eu não precisasse perder.
.
Jesus disse ao jovem rico “ninguém é Bom, senão Deus”, e com isto Ele desejava que o jovem percebesse que a bondade é virtude divina e não humana, assim como havia dito a Nicodemus que era necessário nascer do Espírito para herdar a vida eterna. Ou seja, toda capacidade de fazer o Bem na estrada da obediência não vem de nós, mas de Deus — se Ele habita em nós.
.
As palavras vivas de Cristo, porém, quando encontram solo fértil no coração, ficam ali, penetram a alma, criam raizes — e em algum momento elas brotam, nos levando a fazer a bendita troca: meus bens pela Tua cruz. Esta troca nos custa tudo, principalmente o nosso governo sobre a nossa própria vida. Nos tornamos súditos de Alguém que não está preocupado em satisfazer o nosso querer, mas em nos levar a ser Bons. 
.
O difícil é reconhecer que mesmo quando nós fazemos a troca e deixamos os nossos bens para trás, ainda assim a lembrança deles não sai da nossa mente e continuamos frequentemente olhando para trás, para o que deixamos, como o povo de Israel no deserto. 
.
Graças a Deus pelo Espírito Santo que vai a cada dia retirando de nós o apreço pelas coisas que deixamos e nos dando o privilégio de sermos Bons pela virtude de Cristo.
"
2022-02-20_02-12-19,2022-02-20 02:12:19,['2022-02-20_02-12-19_UTC.jpg'],"Eu peguei a chave do carro e saí sem rumo, frustrada e com raiva. Mais uma vez. Com raiva do meu marido não fazer as coisas do jeito certo: o meu jeito.

Eu nunca pretendi ser um fardo para o meu marido, uma mulher rixosa. Eu nunca pretendi colocar obstáculos em todas as coisas que não eram feitas do meu jeito. Na verdade, eu sempre pretendi fazer o melhor e lutar pelo melhor. 

Por que eu e meu marido divergíamos tanto sobre o que era “o melhor”?!

Naquele dia, eu vaguei sem rumo e, enquanto dirigia remoendo minhas frustrações e eu só pensava no quanto eu não queria que fosse assim. No quanto eu realmente gostaria de não ser um peso para ele.
.
A rádio estava ligada e eu comecei a prestar atenção na letra da música que tocava. “Eu quero que você seja mais feliz… eu quero erguer seu espírito, eu quero fazer você sorrir.” E eu pensei: “Puxa! É justamente isso! É o que eu mais quero!”. 
.
Então a música foi chegando ao desfecho, quando o cantor dizia “eu sei que isso significa que eu tenho que ir embora… então eu vou.” “Que final desanimador!”, eu pensei. “Como assim? Ele não vai lutar por este relacionamento? Vai simplesmente ir embora?! Não, eu não quero ir embora. Eu quero continuar tentando”.
.
Mas então… então, eu comecei a pensar sobre como eu poderia fazer isso. Até chegar à conclusão de que a música estava, de algum modo, certa: para fazer o meu marido mais feliz, eu precisava “ir embora”. Quero dizer, eu precisava abrir mão. Eu precisava deixá-lo liderar. Eu precisava parar de achar que eu sempre estava certa, que eu enxergava as coisas melhor do que ele, que o meu jeito era o melhor. Eu precisava diminuir, e deixá-lo crescer nas decisões, na nossa casa, e aos meus olhos. Mas eu não sabia como fazer isso. Então orei. Orei pedindo a Deus que me diminuísse.
.
Semana passada eu cheguei a pesar 48 kg. Estou magra, fraca, não tenho mais energia para fazer todas as tarefas como fazia antes. Quando Weliton me abraçou, eu me senti, tão pequena, tão frágil, e segura nos seus braços agora fortalecidos pelos exercícios. Eu pensei em tudo isso, em todo o espaço que tenho perdido dentro de casa — e que ele tem ocupado — e agradeci a Deus por ter ouvido minha oração.
"
